category,size,sample,compile_time_sec,max_rss_kb,exit_code
defective,14,9,1.69,256772,0
defective,16,0,0,0,1
defective,16,1,0,0,1
defective,16,2,0,0,1
defective,16,3,0,0,1
defective,16,4,0,0,1
defective,16,5,0,0,1
defective,16,6,0,0,1
defective,16,7,0,0,1
defective,16,8,0,0,1
defective,16,9,0,0,1
defective,2,0,0.03,39704,0
defective,2,1,0.03,39908,0
defective,2,2,0.03,39900,0
defective,2,3,0.03,39904,0
defective,2,4,0.03,39908,0
defective,2,5,0.03,39792,0
defective,2,6,0.03,39800,0
defective,2,7,0.03,39916,0
defective,2,8,0.03,39776,0
defective,2,9,0.03,39912,0
defective,4,0,0.07,46392,0
defective,4,1,0.09,48520,0
defective,4,2,0.07,46400,0
defective,4,3,0.07,46284,0
defective,4,4,0.07,46464,0
defective,4,5,0.07,46372,0
defective,4,6,0.10,50720,0
defective,4,7,0.07,46336,0
defective,4,8,0.07,46448,0
defective,4,9,0.07,46472,0
defective,6,0,0.15,54940,0
defective,6,1,0.17,59044,0
defective,6,2,0.12,52748,0
defective,6,3,0.14,56888,0
defective,6,4,0.12,52832,0
defective,6,5,0.12,52832,0
defective,6,6,0.12,52804,0
defective,6,7,0.17,58820,0
defective,6,8,0.16,59012,0
defective,6,9,0.12,52752,0
defective,8,0,0.24,69580,0
defective,8,1,0.28,73928,0
defective,8,2,0.29,75964,0
defective,8,3,0.30,75844,0
defective,8,4,0.32,77912,0
defective,8,5,0.23,67388,0
defective,8,6,0.28,73820,0
defective,8,7,0.26,69540,0
defective,8,8,0.32,77972,0
defective,8,9,0.23,67364,0
graded,10,0,0.44,94748,0
graded,10,1,0.44,94724,0
graded,10,2,0.43,94860,0
graded,10,3,0.46,94688,0
graded,10,4,0.45,94684,0
graded,10,5,0.45,96984,0
graded,10,6,0.46,96784,0
graded,10,7,0.44,94788,0
graded,10,8,0.44,94728,0
graded,10,9,0.47,94512,0
graded,12,0,0.88,151544,0
graded,12,1,0.93,149444,0
graded,12,2,0.94,151484,0
graded,12,3,0.93,149404,0
graded,12,4,0.89,153704,0
graded,12,5,0.89,151576,0
graded,12,6,0.88,151612,0
graded,12,7,0.90,151564,0
graded,12,8,0.95,151648,0
graded,12,9,0.89,149540,0
graded,14,0,1.76,246292,0
graded,14,1,1.72,241980,0
graded,14,2,1.63,239968,0
graded,14,3,1.70,241892,0
graded,14,4,1.74,241764,0
graded,14,5,1.63,239856,0
graded,14,6,1.63,242096,0
graded,14,7,1.61,239932,0
graded,14,8,1.66,244184,0
graded,14,9,1.70,242032,0
graded,16,0,0,0,1
graded,16,1,0,0,1
graded,16,2,0,0,1
graded,16,3,0,0,1
graded,16,4,0,0,1
graded,16,5,0,0,1
graded,16,6,0,0,1
graded,16,7,0,0,1
graded,16,8,0,0,1
graded,16,9,0,0,1
graded,2,0,0.03,39692,0
graded,2,1,0.03,39784,0
graded,2,2,0.03,39776,0
graded,2,3,0.03,39692,0
graded,2,4,0.03,39792,0
graded,2,5,0.03,39716,0
graded,2,6,0.03,39780,0
graded,2,7,0.03,39780,0
graded,2,8,0.03,39776,0
graded,2,9,0.03,39712,0
graded,4,0,0.05,44332,0
graded,4,1,0.05,44232,0
graded,4,2,0.05,44280,0
graded,4,3,0.05,41984,0
graded,4,4,0.05,44324,0
graded,4,5,0.05,44300,0
graded,4,6,0.05,44324,0
graded,4,7,0.05,44360,0
graded,4,8,0.05,44336,0
graded,4,9,0.05,44272,0
graded,6,0,0.10,50624,0
graded,6,1,0.10,50628,0
graded,6,2,0.10,50668,0
graded,6,3,0.09,50616,0
graded,6,4,0.10,50584,0
graded,6,5,0.10,50560,0
graded,6,6,0.10,50712,0
graded,6,7,0.09,50696,0
graded,6,8,0.10,50596,0
graded,6,9,0.10,50708,0
graded,8,0,0.21,65260,0
graded,8,1,0.22,65352,0
graded,8,2,0.22,65252,0
graded,8,3,0.22,65312,0
graded,8,4,0.22,65240,0
graded,8,5,0.22,65324,0
graded,8,6,0.22,65364,0
graded,8,7,0.21,65248,0
graded,8,8,0.22,65372,0
graded,8,9,0.21,65196,0
hamiltonian,10,0,0.47,96776,0
hamiltonian,10,1,0.47,99032,0
hamiltonian,10,2,0.46,96972,0
hamiltonian,10,3,0.45,97000,0
hamiltonian,10,4,0.46,96996,0
hamiltonian,10,5,0.46,96800,0
hamiltonian,10,6,0.45,96940,0
hamiltonian,10,7,0.47,98988,0
hamiltonian,10,8,0.49,101252,0
hamiltonian,10,9,0.47,96892,0
hamiltonian,12,0,0.91,153732,0
hamiltonian,12,1,0.89,153760,0
hamiltonian,12,2,0.90,153780,0
hamiltonian,12,3,0.89,151580,0
hamiltonian,12,4,0.89,151604,0
hamiltonian,12,5,0.92,155944,0
hamiltonian,12,6,0.91,153740,0
hamiltonian,12,7,0.95,160068,0
hamiltonian,12,8,0.92,153792,0
hamiltonian,12,9,0.90,153696,0
hamiltonian,14,0,1.68,254748,0
hamiltonian,14,1,1.69,248380,0
hamiltonian,14,2,1.63,244232,0
hamiltonian,14,3,1.59,244276,0
hamiltonian,14,4,1.59,246284,0
hamiltonian,14,5,1.58,242080,0
hamiltonian,14,6,1.61,244236,0
hamiltonian,14,7,1.60,244200,0
hamiltonian,14,8,1.64,248480,0
hamiltonian,14,9,1.70,254800,0
hamiltonian,16,0,0,0,1
hamiltonian,16,1,0,0,1
hamiltonian,16,2,0,0,1
hamiltonian,16,3,0,0,1
hamiltonian,16,4,0,0,1
hamiltonian,16,5,0,0,1
hamiltonian,16,6,0,0,1
hamiltonian,16,7,0,0,1
hamiltonian,16,8,0,0,1
hamiltonian,16,9,0,0,1
hamiltonian,2,0,0.03,39592,0
hamiltonian,2,1,0.03,39776,0
hamiltonian,2,2,0.03,39720,0
hamiltonian,2,3,0.03,39704,0
hamiltonian,2,4,0.03,39792,0
hamiltonian,2,5,0.03,39772,0
hamiltonian,2,6,0.03,39780,0
hamiltonian,2,7,0.03,39740,0
hamiltonian,2,8,0.03,39772,0
hamiltonian,2,9,0.03,39752,0
hamiltonian,4,0,0.05,44256,0
hamiltonian,4,1,0.07,46448,0
hamiltonian,4,2,0.05,44144,0
hamiltonian,4,3,0.05,44188,0
hamiltonian,4,4,0.05,44416,0
hamiltonian,4,5,0.05,44288,0
hamiltonian,4,6,0.04,44220,0
hamiltonian,4,7,0.05,44204,0
hamiltonian,4,8,0.05,44296,0
hamiltonian,4,9,0.05,44308,0
hamiltonian,6,0,0.10,50628,0
hamiltonian,6,1,0.10,50520,0
hamiltonian,6,2,0.10,50652,0
hamiltonian,6,3,0.10,50580,0
hamiltonian,6,4,0.10,50604,0
hamiltonian,6,5,0.10,50612,0
hamiltonian,6,6,0.12,52676,0
hamiltonian,6,7,0.10,50700,0
hamiltonian,6,8,0.11,50696,0
hamiltonian,6,9,0.10,50680,0
hamiltonian,8,0,0.22,65412,0
hamiltonian,8,1,0.21,65292,0
hamiltonian,8,2,0.22,65408,0
hamiltonian,8,3,0.22,65308,0
hamiltonian,8,4,0.22,65544,0
hamiltonian,8,5,0.23,65472,0
hamiltonian,8,6,0.24,67504,0
hamiltonian,8,7,0.22,67484,0
hamiltonian,8,8,0.22,67384,0
hamiltonian,8,9,0.21,65348,0
large_jordan,10,0,0.38,88276,0
large_jordan,10,1,0.38,88152,0
large_jordan,10,2,0.37,88276,0
large_jordan,10,3,0.39,88280,0
large_jordan,10,4,0.38,88192,0
large_jordan,10,5,0.39,88284,0
large_jordan,10,6,0.38,88196,0
large_jordan,10,7,0.38,88272,0
large_jordan,10,8,0.38,88276,0
large_jordan,10,9,0.38,88312,0
large_jordan,12,0,0.77,136728,0
large_jordan,12,1,0.79,136696,0
large_jordan,12,2,0.76,136680,0
large_jordan,12,3,0.78,136700,0
large_jordan,12,4,0.76,136700,0
large_jordan,12,5,0.79,136736,0
large_jordan,12,6,0.79,136640,0
large_jordan,12,7,0.79,136708,0
large_jordan,12,8,0.77,136676,0
large_jordan,12,9,0.79,136696,0
large_jordan,14,0,1.45,220972,0
large_jordan,14,1,1.43,220968,0
large_jordan,14,2,1.48,220932,0
large_jordan,14,3,1.47,221000,0
large_jordan,14,4,1.42,220948,0
large_jordan,14,5,1.46,220956,0
large_jordan,14,6,1.42,220884,0
large_jordan,14,7,1.41,220776,0
large_jordan,14,8,1.42,220964,0
large_jordan,14,9,1.41,220924,0
large_jordan,16,0,0,0,1
large_jordan,16,1,0,0,1
large_jordan,16,2,0,0,1
large_jordan,16,3,0,0,1
large_jordan,16,4,0,0,1
large_jordan,16,5,0,0,1
large_jordan,16,6,0,0,1
large_jordan,16,7,0,0,1
large_jordan,16,8,0,0,1
large_jordan,16,9,0,0,1
large_jordan,2,0,0.03,39748,0
large_jordan,2,1,0.03,39796,0
large_jordan,2,2,0.03,39704,0
large_jordan,2,3,0.03,39688,0
large_jordan,2,4,0.03,39776,0
large_jordan,2,5,0.03,39608,0
large_jordan,2,6,0.03,39752,0
large_jordan,2,7,0.03,39688,0
large_jordan,2,8,0.03,39756,0
large_jordan,2,9,0.03,39736,0
large_jordan,4,0,0.04,41996,0
large_jordan,4,1,0.04,41940,0
large_jordan,4,2,0.04,41996,0
large_jordan,4,3,0.05,42020,0
large_jordan,4,4,0.04,41996,0
large_jordan,4,5,0.04,41964,0
large_jordan,4,6,0.04,41916,0
large_jordan,4,7,0.04,41912,0
large_jordan,4,8,0.04,42032,0
large_jordan,4,9,0.04,41932,0
large_jordan,6,0,0.08,48172,0
large_jordan,6,1,0.09,48280,0
large_jordan,6,2,0.08,48252,0
large_jordan,6,3,0.08,48260,0
large_jordan,6,4,0.08,48028,0
large_jordan,6,5,0.08,48248,0
large_jordan,6,6,0.08,48260,0
large_jordan,6,7,0.08,48168,0
large_jordan,6,8,0.08,48188,0
large_jordan,6,9,0.08,48248,0
large_jordan,8,0,0.18,60876,0
large_jordan,8,1,0.18,60888,0
large_jordan,8,2,0.19,60972,0
large_jordan,8,3,0.18,60800,0
large_jordan,8,4,0.18,60868,0
large_jordan,8,5,0.18,60712,0
large_jordan,8,6,0.18,60884,0
large_jordan,8,7,0.18,60820,0
large_jordan,8,8,0.17,60880,0
large_jordan,8,9,0.17,60824,0
nearly_defective,10,0,0.52,103292,0
nearly_defective,10,1,0.54,103124,0
nearly_defective,10,2,0.55,105404,0
nearly_defective,10,3,0.53,103196,0
nearly_defective,10,4,0.61,111548,0
nearly_defective,10,5,0.63,115792,0
nearly_defective,10,6,0.49,98996,0
nearly_defective,10,7,0.60,113752,0
nearly_defective,10,8,0.57,107528,0
nearly_defective,10,9,0.56,107464,0
nearly_defective,12,0,0.99,162212,0
nearly_defective,12,1,0.98,164288,0
nearly_defective,12,2,1.00,162016,0
nearly_defective,12,3,1.09,174728,0
nearly_defective,12,4,1.00,166428,0
nearly_defective,12,5,1.04,166328,0
nearly_defective,12,6,1.01,164300,0
nearly_defective,12,7,0.97,160036,0
nearly_defective,12,8,1.08,172672,0
nearly_defective,12,9,0.98,162184,0
nearly_defective,14,0,1.66,248444,0
nearly_defective,14,1,1.62,248332,0
nearly_defective,14,2,1.83,269544,0
nearly_defective,14,3,1.71,252632,0
nearly_defective,14,4,1.74,258900,0
nearly_defective,14,5,1.74,254688,0
nearly_defective,14,6,1.60,246320,0
nearly_defective,14,7,1.60,246288,0
nearly_defective,14,8,1.82,267356,0
nearly_defective,14,9,1.86,271468,0
nearly_defective,16,0,0,0,1
nearly_defective,16,1,0,0,1
nearly_defective,16,2,0,0,1
nearly_defective,16,3,0,0,1
nearly_defective,16,4,0,0,1
nearly_defective,16,5,0,0,1
nearly_defective,16,6,0,0,1
nearly_defective,16,7,0,0,1
nearly_defective,16,8,0,0,1
nearly_defective,16,9,0,0,1
nearly_defective,2,0,0.03,39864,0
nearly_defective,2,1,0.03,39612,0
nearly_defective,2,2,0.03,39804,0
nearly_defective,2,3,0.03,39856,0
nearly_defective,2,4,0.03,39840,0
nearly_defective,2,5,0.03,39900,0
nearly_defective,2,6,0.03,39892,0
nearly_defective,2,7,0.03,39772,0
nearly_defective,2,8,0.03,39896,0
nearly_defective,2,9,0.03,39884,0
nearly_defective,4,0,0.07,46444,0
nearly_defective,4,1,0.08,46384,0
nearly_defective,4,2,0.09,48552,0
nearly_defective,4,3,0.07,46340,0
nearly_defective,4,4,0.07,46384,0
nearly_defective,4,5,0.07,46328,0
nearly_defective,4,6,0.06,46356,0
nearly_defective,4,7,0.07,46408,0
nearly_defective,4,8,0.07,46304,0
nearly_defective,4,9,0.07,46396,0
nearly_defective,6,0,0.13,52788,0
nearly_defective,6,1,0.12,52644,0
nearly_defective,6,2,0.16,56836,0
nearly_defective,6,3,0.14,54840,0
nearly_defective,6,4,0.11,52760,0
nearly_defective,6,5,0.12,52660,0
nearly_defective,6,6,0.13,52628,0
nearly_defective,6,7,0.13,54852,0
nearly_defective,6,8,0.14,54684,0
nearly_defective,6,9,0.17,59052,0
nearly_defective,8,0,0.25,69488,0
nearly_defective,8,1,0.26,71624,0
nearly_defective,8,2,0.29,73808,0
nearly_defective,8,3,0.23,67444,0
nearly_defective,8,4,0.30,75752,0
nearly_defective,8,5,0.27,71648,0
nearly_defective,8,6,0.29,73656,0
nearly_defective,8,7,0.27,71596,0
nearly_defective,8,8,0.32,77952,0
nearly_defective,8,9,0.29,71656,0
nearly_reducible,10,0,0.46,96984,0
nearly_reducible,10,1,0.46,97056,0
nearly_reducible,10,2,0.45,96876,0
nearly_reducible,10,3,0.47,96860,0
nearly_reducible,10,4,0.46,96912,0
nearly_reducible,10,5,0.45,96820,0
nearly_reducible,10,6,0.47,96996,0
nearly_reducible,10,7,0.46,96504,0
nearly_reducible,10,8,0.47,96920,0
nearly_reducible,10,9,0.46,96936,0
nearly_reducible,12,0,0.91,155852,0
nearly_reducible,12,1,0.90,153852,0
nearly_reducible,12,2,0.92,155940,0
nearly_reducible,12,3,0.89,153604,0
nearly_reducible,12,4,0.91,153676,0
nearly_reducible,12,5,0.88,151628,0
nearly_reducible,12,6,0.89,153748,0
nearly_reducible,12,7,0.90,153756,0
nearly_reducible,12,8,0.87,151680,0
nearly_reducible,12,9,0.91,155932,0
nearly_reducible,14,0,1.66,248384,0
nearly_reducible,14,1,1.57,242100,0
nearly_reducible,14,2,1.64,246188,0
nearly_reducible,14,3,1.58,242108,0
nearly_reducible,14,4,1.58,242036,0
nearly_reducible,14,5,1.58,242056,0
nearly_reducible,14,6,1.57,244136,0
nearly_reducible,14,7,1.62,246364,0
nearly_reducible,14,8,1.59,244248,0
nearly_reducible,14,9,1.58,244232,0
