category,size,sample,compile_time_sec,max_rss_kb,exit_code
nearly_reducible,2,9,0.04,35824,0
nearly_reducible,4,0,0.07,38736,0
nearly_reducible,4,1,0.07,39184,0
nearly_reducible,4,2,0.07,38748,0
nearly_reducible,4,3,0.06,38704,0
nearly_reducible,4,4,0.06,38736,0
nearly_reducible,4,5,0.06,38512,0
nearly_reducible,4,6,0.07,38736,0
nearly_reducible,4,7,0.06,38760,0
nearly_reducible,4,8,0.07,38812,0
nearly_reducible,4,9,0.06,38692,0
nearly_reducible,6,0,0.12,45476,0
nearly_reducible,6,1,0.13,46820,0
nearly_reducible,6,2,0.13,45784,0
nearly_reducible,6,3,0.13,45328,0
nearly_reducible,6,4,0.13,46512,0
nearly_reducible,6,5,0.13,46312,0
nearly_reducible,6,6,0.12,45768,0
nearly_reducible,6,7,0.12,45712,0
nearly_reducible,6,8,0.13,46168,0
nearly_reducible,6,9,0.12,45604,0
nearly_reducible,8,0,0.25,60688,0
nearly_reducible,8,1,0.26,61732,0
nearly_reducible,8,2,0.25,61736,0
nearly_reducible,8,3,0.25,60596,0
nearly_reducible,8,4,0.26,61416,0
nearly_reducible,8,5,0.25,61656,0
nearly_reducible,8,6,0.24,60700,0
nearly_reducible,8,7,0.25,61680,0
nearly_reducible,8,8,0.26,62516,0
nearly_reducible,8,9,0.26,61140,0
non_normal,10,0,0.51,91176,0
non_normal,10,1,0.50,91468,0
non_normal,10,2,0.51,91560,0
non_normal,10,3,0.51,91176,0
non_normal,10,4,0.51,92356,0
non_normal,10,5,0.50,91544,0
non_normal,10,6,0.51,91644,0
non_normal,10,7,0.51,91096,0
non_normal,10,8,0.49,91120,0
non_normal,10,9,0.50,91112,0
non_normal,12,0,0.98,145816,0
non_normal,12,1,0.98,146920,0
non_normal,12,2,0.96,146352,0
non_normal,12,3,0.99,148720,0
non_normal,12,4,0.96,147024,0
non_normal,12,5,0.98,147752,0
non_normal,12,6,0.98,147112,0
non_normal,12,7,0.99,147172,0
non_normal,12,8,0.96,145364,0
non_normal,12,9,0.95,145688,0
non_normal,14,0,1.72,235820,0
non_normal,14,1,1.72,235916,0
non_normal,14,2,1.73,237456,0
non_normal,14,3,1.74,237864,0
non_normal,14,4,1.73,235528,0
non_normal,14,5,1.73,236232,0
non_normal,14,6,1.73,236108,0
non_normal,14,7,1.71,235340,0
non_normal,14,8,1.73,234344,0
non_normal,14,9,1.74,236328,0
non_normal,16,0,6.95,840380,1
non_normal,16,1,7.06,840208,1
non_normal,16,2,6.95,840356,1
non_normal,16,3,6.94,840380,1
non_normal,16,4,6.93,840368,1
non_normal,16,5,6.92,840340,1
non_normal,16,6,6.96,840368,1
non_normal,16,7,6.92,840388,1
non_normal,16,8,7.00,840384,1
non_normal,16,9,6.97,840328,1
non_normal,18,0,7.03,839576,1
non_normal,18,1,7.02,839496,1
non_normal,18,2,7.06,839624,1
non_normal,18,3,7.02,839496,1
non_normal,18,4,6.98,839336,1
non_normal,18,5,7.00,839628,1
non_normal,18,6,7.02,839620,1
non_normal,18,7,7.01,839468,1
non_normal,18,8,7.05,839600,1
non_normal,18,9,6.96,839624,1
non_normal,20,0,7.09,834272,1
non_normal,20,1,7.07,834312,1
non_normal,20,2,7.12,834476,1
non_normal,20,3,7.06,834368,1
non_normal,20,4,7.07,834352,1
non_normal,20,5,7.09,834324,1
non_normal,20,6,7.05,834376,1
non_normal,20,7,7.10,834312,1
non_normal,20,8,7.06,834368,1
non_normal,20,9,7.05,834376,1
non_normal,2,0,0.05,35920,0
non_normal,2,1,0.04,35884,0
non_normal,2,2,0.04,35852,0
non_normal,2,3,0.04,35852,0
non_normal,2,4,0.04,35924,0
non_normal,2,5,0.04,35792,0
non_normal,2,6,0.05,35940,0
non_normal,2,7,0.04,35888,0
non_normal,2,8,0.05,35852,0
non_normal,2,9,0.05,35852,0
non_normal,4,0,0.07,38812,0
non_normal,4,1,0.07,38824,0
non_normal,4,2,0.07,38832,0
non_normal,4,3,0.06,38856,0
non_normal,4,4,0.07,38812,0
non_normal,4,5,0.06,38864,0
non_normal,4,6,0.07,38612,0
non_normal,4,7,0.07,38980,0
non_normal,4,8,0.07,39000,0
non_normal,4,9,0.07,38964,0
non_normal,6,0,0.13,45876,0
non_normal,6,1,0.12,45608,0
non_normal,6,2,0.13,45904,0
non_normal,6,3,0.12,45468,0
non_normal,6,4,0.12,45776,0
non_normal,6,5,0.12,45544,0
non_normal,6,6,0.12,45324,0
non_normal,6,7,0.12,45116,0
non_normal,6,8,0.12,45284,0
non_normal,6,9,0.12,45956,0
non_normal,8,0,0.25,60452,0
non_normal,8,1,0.25,60976,0
non_normal,8,2,0.25,61108,0
non_normal,8,3,0.26,61776,0
non_normal,8,4,0.24,59988,0
non_normal,8,5,0.25,61000,0
non_normal,8,6,0.24,59832,0
non_normal,8,7,0.25,61016,0
non_normal,8,8,0.25,60944,0
non_normal,8,9,0.25,61544,0
random_non_normal,10,0,0.50,90924,0
random_non_normal,10,1,0.50,91176,0
random_non_normal,10,2,0.50,91432,0
random_non_normal,10,3,0.52,92496,0
random_non_normal,10,4,0.50,90408,0
random_non_normal,10,5,0.51,91856,0
random_non_normal,10,6,0.52,92560,0
random_non_normal,10,7,0.52,92744,0
random_non_normal,10,8,0.51,92240,0
random_non_normal,10,9,0.52,93120,0
random_non_normal,12,0,0.98,147268,0
random_non_normal,12,1,1.00,149480,0
random_non_normal,12,2,0.99,146252,0
random_non_normal,12,3,1.00,149776,0
random_non_normal,12,4,0.97,145804,0
random_non_normal,12,5,0.97,146684,0
random_non_normal,12,6,1.00,147908,0
random_non_normal,12,7,0.98,147340,0
random_non_normal,12,8,0.97,146844,0
random_non_normal,12,9,0.98,148340,0
random_non_normal,14,0,1.76,240552,0
random_non_normal,14,1,1.88,240088,0
random_non_normal,14,2,1.80,241820,0
random_non_normal,14,3,1.76,238640,0
random_non_normal,14,4,1.77,238640,0
random_non_normal,14,5,1.81,242152,0
random_non_normal,14,6,1.75,239004,0
random_non_normal,14,7,1.78,240712,0
random_non_normal,14,8,1.74,235952,0
random_non_normal,14,9,1.75,239324,0
random_non_normal,16,0,7.10,840196,1
random_non_normal,16,1,7.00,840380,1
random_non_normal,16,2,6.99,840380,1
random_non_normal,16,3,6.99,840288,1
random_non_normal,16,4,6.96,840008,1
random_non_normal,16,5,6.95,840352,1
random_non_normal,16,6,6.97,840268,1
random_non_normal,16,7,6.95,840232,1
random_non_normal,16,8,7.09,840200,1
random_non_normal,16,9,6.93,840384,1
random_non_normal,18,0,7.01,839560,1
random_non_normal,18,1,6.96,839588,1
random_non_normal,18,2,7.07,839444,1
random_non_normal,18,3,7.05,839560,1
random_non_normal,18,4,6.97,839600,1
random_non_normal,18,5,7.02,839660,1
random_non_normal,18,6,6.99,839588,1
random_non_normal,18,7,7.11,839644,1
random_non_normal,18,8,7.08,839588,1
random_non_normal,18,9,7.04,839548,1
random_non_normal,20,0,7.09,834376,1
random_non_normal,20,1,7.03,834368,1
random_non_normal,20,2,7.04,834372,1
random_non_normal,20,3,7.05,834128,1
random_non_normal,20,4,7.09,834372,1
random_non_normal,20,5,7.06,834368,1
random_non_normal,20,6,7.07,834376,1
random_non_normal,20,7,7.03,834448,1
random_non_normal,20,8,7.11,834312,1
random_non_normal,20,9,7.15,834324,1
random_non_normal,2,0,0.04,35944,0
random_non_normal,2,1,0.04,35956,0
random_non_normal,2,2,0.05,35880,0
random_non_normal,2,3,0.05,35752,0
random_non_normal,2,4,0.05,35920,0
random_non_normal,2,5,0.05,36000,0
random_non_normal,2,6,0.05,35920,0
random_non_normal,2,7,0.05,35888,0
random_non_normal,2,8,0.05,35880,0
random_non_normal,2,9,0.05,35856,0
random_non_normal,4,0,0.08,38924,0
random_non_normal,4,1,0.07,39312,0
random_non_normal,4,2,0.07,38976,0
random_non_normal,4,3,0.07,39476,0
random_non_normal,4,4,0.08,38844,0
random_non_normal,4,5,0.07,38888,0
random_non_normal,4,6,0.07,38888,0
random_non_normal,4,7,0.07,39128,0
random_non_normal,4,8,0.07,39384,0
random_non_normal,4,9,0.07,38872,0
random_non_normal,6,0,0.13,45732,0
random_non_normal,6,1,0.13,46216,0
random_non_normal,6,2,0.12,46040,0
random_non_normal,6,3,0.12,45364,0
random_non_normal,6,4,0.12,46152,0
random_non_normal,6,5,0.12,45932,0
random_non_normal,6,6,0.12,45456,0
random_non_normal,6,7,0.13,46224,0
random_non_normal,6,8,0.12,45524,0
random_non_normal,6,9,0.12,46020,0
random_non_normal,8,0,0.25,60872,0
random_non_normal,8,1,0.25,61648,0
random_non_normal,8,2,0.25,60880,0
random_non_normal,8,3,0.27,62448,0
random_non_normal,8,4,0.26,62168,0
random_non_normal,8,5,0.25,61012,0
random_non_normal,8,6,0.25,60884,0
random_non_normal,8,7,0.25,60592,0
random_non_normal,8,8,0.25,61016,0
random_non_normal,8,9,0.26,60876,0
random_nonsym,10,0,0.52,92840,0
random_nonsym,10,1,0.51,92072,0
random_nonsym,10,2,0.54,95472,0
random_nonsym,10,3,0.52,92212,0
random_nonsym,10,4,0.52,93016,0
random_nonsym,10,5,0.52,92964,0
random_nonsym,10,6,0.51,91872,0
random_nonsym,10,7,0.51,93136,0
random_nonsym,10,8,0.51,91440,0
random_nonsym,10,9,0.52,92340,0
random_nonsym,12,0,1.01,149964,0
random_nonsym,12,1,0.99,148392,0
random_nonsym,12,2,1.00,147436,0
random_nonsym,12,3,1.02,150156,0
random_nonsym,12,4,1.00,149916,0
random_nonsym,12,5,1.00,149800,0
random_nonsym,12,6,0.98,147924,0
random_nonsym,12,7,1.04,153712,0
random_nonsym,12,8,0.98,147532,0
random_nonsym,12,9,0.98,147912,0
random_nonsym,14,0,1.81,241616,0
random_nonsym,14,1,1.79,238888,0
random_nonsym,14,2,1.81,239888,0
random_nonsym,14,3,1.78,242356,0
random_nonsym,14,4,1.81,245644,0
random_nonsym,14,5,1.75,237396,0
random_nonsym,14,6,1.87,240292,0
random_nonsym,14,7,1.78,238872,0
random_nonsym,14,8,1.72,236128,0
random_nonsym,14,9,1.79,242644,0
random_nonsym,16,0,7.02,840224,1
random_nonsym,16,1,6.96,840252,1
random_nonsym,16,2,7.00,840380,1
random_nonsym,16,3,6.95,840388,1
random_nonsym,16,4,7.02,840356,1
random_nonsym,16,5,6.99,840324,1
random_nonsym,16,6,7.09,840340,1
random_nonsym,16,7,7.06,840200,1
random_nonsym,16,8,7.00,840288,1
random_nonsym,16,9,7.06,840380,1
random_nonsym,18,0,7.06,839520,1
random_nonsym,18,1,7.02,839456,1
random_nonsym,18,2,7.02,839624,1
random_nonsym,18,3,7.00,839712,1
random_nonsym,18,4,7.05,839476,1
random_nonsym,18,5,7.02,839688,1
random_nonsym,18,6,7.05,839572,1
random_nonsym,18,7,6.98,839496,1
random_nonsym,18,8,7.03,839560,1
random_nonsym,18,9,7.04,839628,1
random_nonsym,20,0,7.06,834324,1
random_nonsym,20,1,7.12,834132,1
random_nonsym,20,2,7.13,834340,1
random_nonsym,20,3,7.08,834308,1
random_nonsym,20,4,7.15,834384,1
random_nonsym,20,5,6.99,834364,1
random_nonsym,20,6,7.07,834248,1
random_nonsym,20,7,7.07,834340,1
random_nonsym,20,8,7.06,834372,1
random_nonsym,20,9,7.05,834312,1
random_nonsym,2,0,0.05,35880,0
random_nonsym,2,1,0.04,35852,0
random_nonsym,2,2,0.04,35920,0
random_nonsym,2,3,0.04,35892,0
random_nonsym,2,4,0.05,35832,0
random_nonsym,2,5,0.04,35920,0
random_nonsym,2,6,0.04,35928,0
random_nonsym,2,7,0.05,35920,0
random_nonsym,2,8,0.05,35828,0
random_nonsym,2,9,0.05,35852,0
random_nonsym,4,0,0.07,38852,0
random_nonsym,4,1,0.07,39348,0
random_nonsym,4,2,0.07,38860,0
random_nonsym,4,3,0.07,39432,0
random_nonsym,4,4,0.07,39140,0
random_nonsym,4,5,0.07,39080,0
random_nonsym,4,6,0.07,38812,0
random_nonsym,4,7,0.07,39396,0
random_nonsym,4,8,0.07,39080,0
random_nonsym,4,9,0.07,39160,0
random_nonsym,6,0,0.12,45712,0
random_nonsym,6,1,0.12,45992,0
random_nonsym,6,2,0.13,45400,0
random_nonsym,6,3,0.13,46568,0
random_nonsym,6,4,0.13,45960,0
random_nonsym,6,5,0.13,46172,0
random_nonsym,6,6,0.12,45940,0
random_nonsym,6,7,0.12,45648,0
random_nonsym,6,8,0.12,45908,0
random_nonsym,6,9,0.13,46736,0
random_nonsym,8,0,0.26,60972,0
random_nonsym,8,1,0.30,64240,0
random_nonsym,8,2,0.26,61980,0
random_nonsym,8,3,0.25,60300,0
random_nonsym,8,4,0.26,61392,0
random_nonsym,8,5,0.26,61652,0
random_nonsym,8,6,0.28,60940,0
random_nonsym,8,7,0.26,62256,0
random_nonsym,8,8,0.27,62680,0
random_nonsym,8,9,0.25,61096,0
random_sym,10,0,0.94,141156,0
random_sym,10,1,0.97,144080,0
random_sym,10,2,0.99,144328,0
random_sym,10,3,0.99,146600,0
random_sym,10,4,0.96,144040,0
random_sym,10,5,0.91,136208,0
random_sym,10,6,0.94,141328,0
random_sym,10,7,0.99,149680,0
random_sym,10,8,0.93,141452,0
random_sym,10,9,0.96,144180,0
random_sym,12,0,1.80,244944,0
random_sym,12,1,1.80,240984,0
random_sym,12,2,1.80,245120,0
random_sym,12,3,1.80,241076,0
random_sym,12,4,1.93,249616,0
random_sym,12,5,1.85,249420,0
random_sym,12,6,1.85,248876,0
random_sym,12,7,1.76,236624,0
random_sym,12,8,1.83,245160,0
random_sym,12,9,1.86,249520,0
random_sym,14,0,6.95,834580,1
random_sym,14,1,6.89,834348,1
random_sym,14,2,6.94,834492,1
random_sym,14,3,6.93,834620,1
random_sym,14,4,6.86,834492,1
random_sym,14,5,6.93,834632,1
random_sym,14,6,7.00,834400,1
random_sym,14,7,6.95,834400,1
random_sym,14,8,6.89,834472,1
random_sym,14,9,6.93,834504,1
random_sym,16,0,6.96,840372,1
random_sym,16,1,6.97,840328,1
random_sym,16,2,6.97,840340,1
random_sym,16,3,6.95,840328,1
random_sym,16,4,6.93,840092,1
random_sym,16,5,7.10,840108,1
random_sym,16,6,6.96,840288,1
random_sym,16,7,6.88,840412,1
random_sym,16,8,6.97,840224,1
random_sym,16,9,7.57,840224,1
random_sym,18,0,7.43,839604,1
random_sym,18,1,7.09,839520,1
random_sym,18,2,7.02,839472,1
random_sym,18,3,6.96,839364,1
random_sym,18,4,7.08,839392,1
random_sym,18,5,7.05,839460,1
random_sym,18,6,7.05,839348,1
random_sym,18,7,7.02,839468,1
random_sym,18,8,7.07,839432,1
random_sym,18,9,6.98,839472,1
random_sym,20,0,7.05,834248,1
random_sym,20,1,7.13,834252,1
random_sym,20,2,7.12,834244,1
random_sym,20,3,7.03,834120,1
random_sym,20,4,7.07,833992,1
random_sym,20,5,7.05,834212,1
random_sym,20,6,7.10,834224,1
random_sym,20,7,7.08,834240,1
random_sym,20,8,7.02,834112,1
random_sym,20,9,7.12,834256,1
random_sym,2,0,0.04,35996,0
random_sym,2,1,0.04,36056,0
random_sym,2,2,0.04,36008,0
random_sym,2,3,0.05,35824,0
random_sym,2,4,0.05,35920,0
random_sym,2,5,0.05,36048,0
random_sym,2,6,0.05,36016,0
random_sym,2,7,0.05,36016,0
random_sym,2,8,0.05,35996,0
random_sym,2,9,0.05,35944,0
random_sym,4,0,0.08,39912,0
random_sym,4,1,0.08,40052,0
random_sym,4,2,0.08,40016,0
random_sym,4,3,0.08,40016,0
random_sym,4,4,0.08,39612,0
random_sym,4,5,0.08,39636,0
random_sym,4,6,0.07,39728,0
random_sym,4,7,0.08,40220,0
random_sym,4,8,0.08,40016,0
random_sym,4,9,0.08,39920,0
random_sym,6,0,0.18,52272,0
random_sym,6,1,0.18,52392,0
random_sym,6,2,0.18,52392,0
random_sym,6,3,0.18,52392,0
random_sym,6,4,0.18,52304,0
random_sym,6,5,0.19,53076,0
random_sym,6,6,0.17,51660,0
random_sym,6,7,0.19,53276,0
random_sym,6,8,0.17,51668,0
random_sym,6,9,0.17,51664,0
random_sym,8,0,0.43,82500,0
random_sym,8,1,0.43,81192,0
random_sym,8,2,0.45,84056,0
random_sym,8,3,0.43,80980,0
random_sym,8,4,0.42,81104,0
random_sym,8,5,0.42,81112,0
random_sym,8,6,0.41,80972,0
random_sym,8,7,0.43,81064,0
random_sym,8,8,0.42,81104,0
random_sym,8,9,0.42,79464,0
repeated,10,0,0.43,82992,0
repeated,10,1,0.43,83016,0
repeated,10,2,0.44,82956,0
repeated,10,3,0.43,83084,0
repeated,10,4,0.43,83032,0
repeated,10,5,0.44,83012,0
repeated,10,6,0.48,82768,0
repeated,10,7,0.49,82792,0
repeated,10,8,0.44,82960,0
repeated,10,9,0.44,83028,0
repeated,12,0,0.87,133132,0
repeated,12,1,0.87,133188,0
repeated,12,2,0.85,133200,0
repeated,12,3,0.86,133204,0
repeated,12,4,0.85,133160,0
repeated,12,5,0.85,133220,0
repeated,12,6,0.86,133172,0
repeated,12,7,0.86,133196,0
repeated,12,8,0.85,133200,0
repeated,12,9,0.86,133200,0
repeated,14,0,1.56,217156,0
repeated,14,1,1.53,216988,0
repeated,14,2,1.55,217156,0
repeated,14,3,1.57,217100,0
repeated,14,4,1.56,217024,0
repeated,14,5,1.56,217140,0
repeated,14,6,1.57,217176,0
repeated,14,7,1.57,217164,0
repeated,14,8,1.56,217168,0
repeated,14,9,1.57,217176,0
repeated,16,0,7.06,837584,1
repeated,16,1,6.92,837680,1
repeated,16,2,7.02,837640,1
repeated,16,3,7.01,837664,1
repeated,16,4,7.07,837520,1
repeated,16,5,6.98,837680,1
repeated,16,6,6.92,837776,1
repeated,16,7,7.02,837576,1
repeated,16,8,6.98,837524,1
repeated,16,9,6.92,837636,1
repeated,18,0,7.03,837316,1
repeated,18,1,7.08,837344,1
repeated,18,2,7.06,837328,1
repeated,18,3,7.19,837196,1
repeated,18,4,7.03,837072,1
repeated,18,5,7.16,837256,1
repeated,18,6,7.10,837408,1
repeated,18,7,7.05,837244,1
repeated,18,8,7.03,837280,1
repeated,18,9,7.05,837324,1
repeated,20,0,7.03,832804,1
repeated,20,1,6.96,832800,1
repeated,20,2,7.10,832720,1
repeated,20,3,7.00,832800,1
repeated,20,4,7.02,832744,1
repeated,20,5,7.05,832836,1
repeated,20,6,7.05,832828,1
repeated,20,7,7.04,832812,1
repeated,20,8,6.98,832840,1
repeated,20,9,7.03,832716,1
repeated,2,0,0.05,35800,0
repeated,2,1,0.04,35920,0
repeated,2,2,0.05,35916,0
repeated,2,3,0.04,35852,0
repeated,2,4,0.05,35888,0
repeated,2,5,0.04,35776,0
repeated,2,6,0.04,35892,0
repeated,2,7,0.04,35856,0
repeated,2,8,0.05,35776,0
repeated,2,9,0.05,35880,0
repeated,4,0,0.06,37712,0
repeated,4,1,0.06,37680,0
repeated,4,2,0.06,37616,0
repeated,4,3,0.06,37700,0
repeated,4,4,0.06,37596,0
repeated,4,5,0.06,37724,0
repeated,4,6,0.06,37736,0
repeated,4,7,0.06,37660,0
repeated,4,8,0.06,37672,0
repeated,4,9,0.07,37724,0
repeated,6,0,0.10,42812,0
repeated,6,1,0.10,42832,0
repeated,6,2,0.10,42820,0
repeated,6,3,0.10,42796,0
repeated,6,4,0.10,42832,0
repeated,6,5,0.10,42764,0
repeated,6,6,0.10,42836,0
repeated,6,7,0.10,42828,0
repeated,6,8,0.10,42792,0
repeated,6,9,0.10,42740,0
repeated,8,0,0.20,55760,0
repeated,8,1,0.20,55720,0
repeated,8,2,0.21,55764,0
repeated,8,3,0.23,55708,0
repeated,8,4,0.22,55732,0
repeated,8,5,0.20,55656,0
repeated,8,6,0.20,55696,0
repeated,8,7,0.21,55752,0
repeated,8,8,0.22,55640,0
repeated,8,9,0.27,55568,0
sparse_interior,10,0,0.55,92560,0
sparse_interior,10,1,0.50,90712,0
sparse_interior,10,2,0.53,94096,0
sparse_interior,10,3,0.50,91436,0
sparse_interior,10,4,0.52,92392,0
sparse_interior,10,5,0.54,95132,0
sparse_interior,10,6,0.53,92620,0
sparse_interior,10,7,0.50,91352,0
sparse_interior,10,8,0.53,92944,0
sparse_interior,10,9,0.51,91660,0
sparse_interior,12,0,1.00,146264,0
sparse_interior,12,1,0.99,149256,0
sparse_interior,12,2,0.97,147664,0
sparse_interior,12,3,0.98,147556,0
sparse_interior,12,4,0.99,147984,0
sparse_interior,12,5,1.00,148492,0
sparse_interior,12,6,0.97,145676,0
sparse_interior,12,7,0.99,147944,0
sparse_interior,12,8,1.00,149776,0
sparse_interior,12,9,0.97,146864,0
sparse_interior,14,0,1.77,240200,0
sparse_interior,14,1,1.76,238736,0
sparse_interior,14,2,1.75,239144,0
sparse_interior,14,3,1.83,243504,0
sparse_interior,14,4,1.79,241948,0
sparse_interior,14,5,1.80,242236,0
sparse_interior,14,6,1.77,240456,0
sparse_interior,14,7,1.76,240040,0
sparse_interior,14,8,1.75,238668,0
sparse_interior,14,9,1.77,239188,0
sparse_interior,16,0,7.01,840280,1
sparse_interior,16,1,7.00,840148,1
sparse_interior,16,2,6.98,840200,1
sparse_interior,16,3,7.01,839976,1
sparse_interior,16,4,6.96,840200,1
sparse_interior,16,5,6.97,840256,1
sparse_interior,16,6,7.00,840264,1
sparse_interior,16,7,6.95,840140,1
sparse_interior,16,8,6.99,840196,1
sparse_interior,16,9,6.96,840276,1
sparse_interior,18,0,7.00,839248,1
sparse_interior,18,1,6.96,839484,1
sparse_interior,18,2,7.09,839376,1
sparse_interior,18,3,7.04,838816,1
sparse_interior,18,4,7.09,839460,1
sparse_interior,18,5,7.04,839200,1
sparse_interior,18,6,6.97,839360,1
sparse_interior,18,7,6.95,839200,1
sparse_interior,18,8,7.05,839328,1
sparse_interior,18,9,6.99,839416,1
sparse_interior,20,0,7.05,834096,1
sparse_interior,20,1,7.14,834016,1
sparse_interior,20,2,7.07,834060,1
sparse_interior,20,3,7.07,834016,1
sparse_interior,20,4,7.08,833972,1
sparse_interior,20,5,7.06,833824,1
sparse_interior,20,6,7.09,834036,1
sparse_interior,20,7,7.12,833988,1
sparse_interior,20,8,7.04,834024,1
sparse_interior,20,9,7.11,834052,1
sparse_interior,2,0,0.04,35920,0
sparse_interior,2,1,0.05,35880,0
sparse_interior,2,2,0.04,35864,0
sparse_interior,2,3,0.05,35952,0
sparse_interior,2,4,0.05,35856,0
sparse_interior,2,5,0.05,35892,0
sparse_interior,2,6,0.05,35852,0
sparse_interior,2,7,0.04,35904,0
sparse_interior,2,8,0.05,35924,0
sparse_interior,2,9,0.05,35768,0
sparse_interior,4,0,0.06,38280,0
sparse_interior,4,1,0.07,38068,0
sparse_interior,4,2,0.06,38824,0
sparse_interior,4,3,0.07,39508,0
sparse_interior,4,4,0.06,38248,0
sparse_interior,4,5,0.06,38816,0
sparse_interior,4,6,0.07,38988,0
sparse_interior,4,7,0.06,38696,0
sparse_interior,4,8,0.07,39116,0
sparse_interior,4,9,0.06,37748,0
sparse_interior,6,0,0.12,45528,0
sparse_interior,6,1,0.12,46120,0
sparse_interior,6,2,0.12,45916,0
sparse_interior,6,3,0.12,45160,0
sparse_interior,6,4,0.12,45312,0
sparse_interior,6,5,0.12,45096,0
sparse_interior,6,6,0.12,46128,0
sparse_interior,6,7,0.13,46428,0
sparse_interior,6,8,0.12,46116,0
sparse_interior,6,9,0.12,45908,0
sparse_interior,8,0,0.26,61264,0
sparse_interior,8,1,0.25,60996,0
sparse_interior,8,2,0.25,60720,0
sparse_interior,8,3,0.26,61872,0
sparse_interior,8,4,0.25,60200,0
sparse_interior,8,5,0.26,62096,0
sparse_interior,8,6,0.26,62192,0
sparse_interior,8,7,0.25,61140,0
sparse_interior,8,8,0.25,61068,0
sparse_interior,8,9,0.26,61768,0
toeplitz,10,0,0.90,136112,0
toeplitz,10,1,0.93,138800,0
toeplitz,10,2,0.91,138832,0
toeplitz,10,3,0.91,138712,0
toeplitz,10,4,0.94,144044,0
toeplitz,10,5,0.91,138832,0
toeplitz,10,6,0.88,136016,0
toeplitz,10,7,0.90,138544,0
toeplitz,10,8,0.91,138704,0
toeplitz,10,9,0.88,135728,0
toeplitz,12,0,1.74,236100,0
toeplitz,12,1,1.78,240656,0
toeplitz,12,2,1.77,240340,0
toeplitz,12,3,1.82,245004,0
toeplitz,12,4,1.69,231820,0
toeplitz,12,5,1.92,258472,0
toeplitz,12,6,1.85,249144,0
toeplitz,12,7,1.78,240648,0
toeplitz,12,8,1.74,236368,0
toeplitz,12,9,1.81,240740,0
toeplitz,14,0,6.93,834596,1
toeplitz,14,1,6.99,834512,1
toeplitz,14,2,6.95,834568,1
toeplitz,14,3,6.98,834496,1
toeplitz,14,4,6.98,834620,1
toeplitz,14,5,6.97,834496,1
toeplitz,14,6,6.88,834640,1
toeplitz,14,7,6.89,834472,1
toeplitz,14,8,6.93,834336,1
toeplitz,14,9,6.85,834528,1
toeplitz,16,0,6.97,840272,1
toeplitz,16,1,6.90,840024,1
toeplitz,16,2,7.03,840104,1
toeplitz,16,3,7.04,840120,1
toeplitz,16,4,6.98,840220,1
toeplitz,16,5,6.91,840096,1
toeplitz,16,6,6.98,840388,1
toeplitz,16,7,6.98,840136,1
toeplitz,16,8,6.97,840200,1
toeplitz,16,9,7.01,840096,1
toeplitz,18,0,7.09,839240,1
toeplitz,18,1,6.98,839504,1
toeplitz,18,2,7.08,839484,1
toeplitz,18,3,7.02,839504,1
toeplitz,18,4,6.98,839484,1
toeplitz,18,5,7.07,839368,1
toeplitz,18,6,6.95,839488,1
toeplitz,18,7,7.09,839432,1
toeplitz,18,8,6.97,839388,1
toeplitz,18,9,7.08,839356,1
toeplitz,20,0,7.07,834180,1
toeplitz,20,1,7.04,834120,1
toeplitz,20,2,7.00,834236,1
toeplitz,20,3,7.03,834184,1
toeplitz,20,4,7.05,833960,1
toeplitz,20,5,7.07,834248,1
toeplitz,20,6,7.10,834284,1
toeplitz,20,7,7.02,834224,1
toeplitz,20,8,7.15,833824,1
toeplitz,20,9,7.00,834184,1
toeplitz,2,0,0.04,36048,0
toeplitz,2,1,0.04,35980,0
toeplitz,2,2,0.05,35944,0
toeplitz,2,3,0.05,35792,0
toeplitz,2,4,0.05,36036,0
toeplitz,2,5,0.04,35984,0
toeplitz,2,6,0.05,36044,0
toeplitz,2,7,0.05,36036,0
toeplitz,2,8,0.05,36044,0
toeplitz,2,9,0.05,36044,0
toeplitz,4,0,0.08,40028,0
toeplitz,4,1,0.07,39696,0
toeplitz,4,2,0.08,39976,0
toeplitz,4,3,0.07,39400,0
toeplitz,4,4,0.08,39656,0
toeplitz,4,5,0.08,39632,0
toeplitz,4,6,0.07,39492,0
toeplitz,4,7,0.07,39824,0
toeplitz,4,8,0.08,39908,0
toeplitz,4,9,0.08,39952,0
toeplitz,6,0,0.17,51472,0
toeplitz,6,1,0.17,50904,0
toeplitz,6,2,0.18,52432,0
toeplitz,6,3,0.17,50776,0
toeplitz,6,4,0.17,51536,0
toeplitz,6,5,0.17,50828,0
toeplitz,6,6,0.18,52276,0
toeplitz,6,7,0.16,50700,0
toeplitz,6,8,0.18,52428,0
toeplitz,6,9,0.20,55308,0
toeplitz,8,0,0.41,79440,0
toeplitz,8,1,0.41,79412,0
toeplitz,8,2,0.39,78120,0
toeplitz,8,3,0.42,81032,0
toeplitz,8,4,0.43,82484,0
toeplitz,8,5,0.43,81096,0
toeplitz,8,6,0.44,82548,0
toeplitz,8,7,0.42,81052,0
toeplitz,8,8,0.43,82388,0
toeplitz,8,9,0.39,76432,0
