# family: gcc
# compiler: c++ (Alpine 15.2.0) 15.2.0
# os: Alpine Linux
category,size,sample,compile_time_sec,max_rss_kb,exit_code
nearly_reducible,10,7,0.32,68184,0
nearly_reducible,10,8,0.31,67432,0
nearly_reducible,10,9,0.32,68528,0
nearly_reducible,12,0,0.58,99988,0
nearly_reducible,12,1,0.57,98916,0
nearly_reducible,12,2,0.57,100052,0
nearly_reducible,12,3,0.57,98588,0
nearly_reducible,12,4,0.58,99632,0
nearly_reducible,12,5,0.55,98204,0
nearly_reducible,12,6,0.57,98760,0
nearly_reducible,12,7,0.56,99140,0
nearly_reducible,12,8,0.55,97444,0
nearly_reducible,12,9,0.58,100216,0
nearly_reducible,14,0,1.00,150188,0
nearly_reducible,14,1,0.97,147148,0
nearly_reducible,14,2,1.00,148660,0
nearly_reducible,14,3,0.96,146516,0
nearly_reducible,14,4,0.95,146416,0
nearly_reducible,14,5,0.98,146896,0
nearly_reducible,14,6,0.98,147464,0
nearly_reducible,14,7,0.99,148764,0
nearly_reducible,14,8,0.97,148048,0
nearly_reducible,14,9,0.98,147660,0
nearly_reducible,16,0,1.59,221212,0
nearly_reducible,16,1,1.62,224976,0
nearly_reducible,16,2,1.61,222516,0
nearly_reducible,16,3,1.62,224336,0
nearly_reducible,16,4,1.69,222644,0
nearly_reducible,16,5,1.60,224464,0
nearly_reducible,16,6,1.60,222416,0
nearly_reducible,16,7,1.62,223768,0
nearly_reducible,16,8,1.59,222420,0
nearly_reducible,16,9,1.60,223048,0
nearly_reducible,18,0,2.56,333652,0
nearly_reducible,18,1,2.54,331456,0
nearly_reducible,18,2,2.52,332684,0
nearly_reducible,18,3,2.54,332368,0
nearly_reducible,18,4,2.55,331164,0
nearly_reducible,18,5,2.57,333136,0
nearly_reducible,18,6,2.56,328772,0
nearly_reducible,18,7,2.52,331452,0
nearly_reducible,18,8,2.54,332568,0
nearly_reducible,18,9,2.55,333412,0
nearly_reducible,20,0,3.80,483724,0
nearly_reducible,20,1,3.79,482844,0
nearly_reducible,20,2,3.85,485288,0
nearly_reducible,20,3,3.85,486580,0
nearly_reducible,20,4,3.83,485040,0
nearly_reducible,20,5,3.81,484008,0
nearly_reducible,20,6,3.94,486728,0
nearly_reducible,20,7,3.82,484008,0
