category,size,sample,compile_time_sec,max_rss_kb,exit_code
random_non_normal,6,0,0.10,50568,0
random_non_normal,6,1,0.11,50584,0
random_non_normal,6,2,0.10,50752,0
random_non_normal,6,3,0.09,50468,0
random_non_normal,6,4,0.10,50748,0
random_non_normal,6,5,0.10,50596,0
random_non_normal,6,6,0.09,50648,0
random_non_normal,6,7,0.10,50736,0
random_non_normal,6,8,0.10,50592,0
random_non_normal,6,9,0.10,50716,0
random_non_normal,8,0,0.21,65376,0
random_non_normal,8,1,0.22,65396,0
random_non_normal,8,2,0.21,65228,0
random_non_normal,8,3,0.23,67604,0
random_non_normal,8,4,0.22,67344,0
random_non_normal,8,5,0.21,65360,0
random_non_normal,8,6,0.22,65360,0
random_non_normal,8,7,0.21,65404,0
random_non_normal,8,8,0.22,65188,0
random_non_normal,8,9,0.22,65212,0
random_nonsym,10,0,0.46,96884,0
random_nonsym,10,1,0.46,96972,0
random_nonsym,10,2,0.48,99068,0
random_nonsym,10,3,0.45,97028,0
random_nonsym,10,4,0.46,96904,0
random_nonsym,10,5,0.46,96964,0
random_nonsym,10,6,0.62,96980,0
random_nonsym,10,7,0.46,97028,0
random_nonsym,10,8,0.46,96916,0
random_nonsym,10,9,0.47,96872,0
random_nonsym,12,0,0.92,153712,0
random_nonsym,12,1,0.91,153628,0
random_nonsym,12,2,0.87,151736,0
random_nonsym,12,3,0.95,153836,0
random_nonsym,12,4,0.93,153784,0
random_nonsym,12,5,0.91,153808,0
random_nonsym,12,6,0.90,151592,0
random_nonsym,12,7,0.94,157964,0
random_nonsym,12,8,0.89,151716,0
random_nonsym,12,9,0.88,151680,0
random_nonsym,14,0,1.60,246320,0
random_nonsym,14,1,1.58,244184,0
random_nonsym,14,2,1.59,244208,0
random_nonsym,14,3,1.65,246404,0
random_nonsym,14,4,1.63,250504,0
random_nonsym,14,5,1.57,242016,0
random_nonsym,14,6,1.59,244252,0
random_nonsym,14,7,1.61,244196,0
random_nonsym,14,8,1.55,239960,0
random_nonsym,14,9,1.60,246352,0
random_nonsym,16,0,0,0,1
random_nonsym,16,1,0,0,1
random_nonsym,16,2,0,0,1
random_nonsym,16,3,0,0,1
random_nonsym,16,4,0,0,1
random_nonsym,16,5,0,0,1
random_nonsym,16,6,0,0,1
random_nonsym,16,7,0,0,1
random_nonsym,16,8,0,0,1
random_nonsym,16,9,0,0,1
random_nonsym,2,0,0.03,39816,0
random_nonsym,2,1,0.03,39704,0
random_nonsym,2,2,0.03,39776,0
random_nonsym,2,3,0.03,39780,0
random_nonsym,2,4,0.03,39780,0
random_nonsym,2,5,0.03,39716,0
random_nonsym,2,6,0.03,39788,0
random_nonsym,2,7,0.03,39684,0
random_nonsym,2,8,0.03,39764,0
random_nonsym,2,9,0.03,39800,0
random_nonsym,4,0,0.05,44184,0
random_nonsym,4,1,0.05,44388,0
random_nonsym,4,2,0.05,44280,0
random_nonsym,4,3,0.05,44372,0
random_nonsym,4,4,0.05,44476,0
random_nonsym,4,5,0.05,44208,0
random_nonsym,4,6,0.05,44292,0
random_nonsym,4,7,0.05,44400,0
random_nonsym,4,8,0.05,44268,0
random_nonsym,4,9,0.05,44488,0
random_nonsym,6,0,0.10,50764,0
random_nonsym,6,1,0.10,50764,0
random_nonsym,6,2,0.10,50568,0
random_nonsym,6,3,0.11,50584,0
random_nonsym,6,4,0.10,50536,0
random_nonsym,6,5,0.11,50632,0
random_nonsym,6,6,0.10,50664,0
random_nonsym,6,7,0.10,50792,0
random_nonsym,6,8,0.10,50528,0
random_nonsym,6,9,0.10,50808,0
random_nonsym,8,0,0.21,65344,0
random_nonsym,8,1,0.24,69656,0
random_nonsym,8,2,0.22,67512,0
random_nonsym,8,3,0.21,65332,0
random_nonsym,8,4,0.22,65216,0
random_nonsym,8,5,0.22,65440,0
random_nonsym,8,6,0.22,65400,0
random_nonsym,8,7,0.22,67456,0
random_nonsym,8,8,0.23,67528,0
random_nonsym,8,9,0.22,65424,0
random_sym,10,0,0.83,144928,0
random_sym,10,1,0.85,149192,0
random_sym,10,2,0.86,149140,0
random_sym,10,3,0.87,151184,0
random_sym,10,4,0.87,149208,0
random_sym,10,5,0.79,140772,0
random_sym,10,6,0.84,144980,0
random_sym,10,7,0.91,153444,0
random_sym,10,8,0.86,147060,0
random_sym,10,9,0.89,149204,0
random_sym,12,0,1.69,250164,0
random_sym,12,1,1.61,245952,0
random_sym,12,2,1.66,250140,0
random_sym,12,3,1.68,245936,0
random_sym,12,4,1.71,254288,0
random_sym,12,5,1.70,254356,0
random_sym,12,6,1.70,254308,0
random_sym,12,7,1.56,241724,0
random_sym,12,8,1.66,250144,0
random_sym,12,9,1.69,254300,0
random_sym,14,0,0,0,1
random_sym,14,1,0,0,1
random_sym,14,2,0,0,1
random_sym,14,3,0,0,1
random_sym,14,4,0,0,1
random_sym,14,5,0,0,1
random_sym,14,6,0,0,1
random_sym,14,7,0,0,1
random_sym,14,8,0,0,1
random_sym,14,9,0,0,1
random_sym,16,0,0,0,1
random_sym,16,1,0,0,1
random_sym,16,2,0,0,1
random_sym,16,3,0,0,1
random_sym,16,4,0,0,1
random_sym,16,5,0,0,1
random_sym,16,6,0,0,1
random_sym,16,7,0,0,1
random_sym,16,8,0,0,1
random_sym,16,9,0,0,1
random_sym,2,0,0.03,39800,0
random_sym,2,1,0.03,39788,0
random_sym,2,2,0.03,39748,0
random_sym,2,3,0.03,39680,0
random_sym,2,4,0.03,39788,0
random_sym,2,5,0.03,39812,0
random_sym,2,6,0.03,39696,0
random_sym,2,7,0.03,39780,0
random_sym,2,8,0.03,39772,0
random_sym,2,9,0.03,39700,0
random_sym,4,0,0.06,44044,0
random_sym,4,1,0.06,44044,0
random_sym,4,2,0.06,44044,0
random_sym,4,3,0.06,44060,0
random_sym,4,4,0.05,43988,0
random_sym,4,5,0.05,43956,0
random_sym,4,6,0.05,44044,0
random_sym,4,7,0.06,43976,0
random_sym,4,8,0.06,43980,0
random_sym,4,9,0.06,43976,0
random_sym,6,0,0.15,56680,0
random_sym,6,1,0.15,56660,0
random_sym,6,2,0.15,56636,0
random_sym,6,3,0.15,56684,0
random_sym,6,4,0.15,56612,0
random_sym,6,5,0.15,56680,0
random_sym,6,6,0.14,56672,0
random_sym,6,7,0.16,58776,0
random_sym,6,8,0.14,56656,0
random_sym,6,9,0.15,56672,0
random_sym,8,0,0.39,88040,0
random_sym,8,1,0.37,86156,0
random_sym,8,2,0.40,88252,0
random_sym,8,3,0.37,86156,0
random_sym,8,4,0.37,86140,0
random_sym,8,5,0.37,86148,0
random_sym,8,6,0.37,86140,0
random_sym,8,7,0.38,86152,0
random_sym,8,8,0.37,86072,0
random_sym,8,9,0.36,84008,0
repeated,10,0,0.37,88136,0
repeated,10,1,0.39,88144,0
repeated,10,2,0.39,88160,0
repeated,10,3,0.38,88228,0
repeated,10,4,0.38,88188,0
repeated,10,5,0.40,88148,0
repeated,10,6,0.38,88196,0
repeated,10,7,0.38,88184,0
repeated,10,8,0.38,88028,0
repeated,10,9,0.38,88216,0
repeated,12,0,0.77,138912,0
repeated,12,1,0.79,138912,0
repeated,12,2,0.76,138904,0
repeated,12,3,0.76,138928,0
repeated,12,4,0.76,138912,0
repeated,12,5,0.76,138920,0
repeated,12,6,0.77,138904,0
repeated,12,7,0.79,138784,0
repeated,12,8,0.76,138988,0
repeated,12,9,0.77,138760,0
repeated,14,0,1.42,220848,0
repeated,14,1,1.43,220876,0
repeated,14,2,1.40,220968,0
repeated,14,3,1.41,220840,0
repeated,14,4,1.39,220844,0
repeated,14,5,1.43,220956,0
repeated,14,6,1.43,220804,0
repeated,14,7,1.40,220768,0
repeated,14,8,1.41,220864,0
repeated,14,9,1.43,220836,0
repeated,16,0,0,0,1
repeated,16,1,0,0,1
repeated,16,2,0,0,1
repeated,16,3,0,0,1
repeated,16,4,0,0,1
repeated,16,5,0,0,1
repeated,16,6,0,0,1
repeated,16,7,0,0,1
repeated,16,8,0,0,1
repeated,16,9,0,0,1
repeated,2,0,0.03,39792,0
repeated,2,1,0.03,39756,0
repeated,2,2,0.03,39648,0
repeated,2,3,0.03,39780,0
repeated,2,4,0.04,39708,0
repeated,2,5,0.03,39728,0
repeated,2,6,0.04,39780,0
repeated,2,7,0.03,39764,0
repeated,2,8,0.03,39712,0
repeated,2,9,0.03,39728,0
repeated,4,0,0.05,42028,0
repeated,4,1,0.04,42040,0
repeated,4,2,0.04,41944,0
repeated,4,3,0.04,41932,0
repeated,4,4,0.04,41932,0
repeated,4,5,0.04,41948,0
repeated,4,6,0.04,42060,0
repeated,4,7,0.04,42032,0
repeated,4,8,0.04,42068,0
repeated,4,9,0.04,42032,0
repeated,6,0,0.08,48296,0
repeated,6,1,0.08,48280,0
repeated,6,2,0.08,48204,0
repeated,6,3,0.08,48244,0
repeated,6,4,0.08,48220,0
repeated,6,5,0.08,48292,0
repeated,6,6,0.08,48288,0
repeated,6,7,0.09,48284,0
repeated,6,8,0.08,48268,0
repeated,6,9,0.08,48268,0
repeated,8,0,0.18,60860,0
repeated,8,1,0.19,60888,0
repeated,8,2,0.17,60876,0
repeated,8,3,0.18,60888,0
repeated,8,4,0.17,60884,0
repeated,8,5,0.17,60884,0
repeated,8,6,0.17,60912,0
repeated,8,7,0.18,60940,0
repeated,8,8,0.17,60872,0
repeated,8,9,0.17,60888,0
sparse_interior,10,0,0.46,96984,0
sparse_interior,10,1,0.44,94896,0
sparse_interior,10,2,0.47,99112,0
sparse_interior,10,3,0.45,96976,0
sparse_interior,10,4,0.68,96856,0
sparse_interior,10,5,0.60,99020,0
sparse_interior,10,6,0.45,96892,0
sparse_interior,10,7,0.45,94748,0
sparse_interior,10,8,0.46,97144,0
sparse_interior,10,9,0.46,96944,0
sparse_interior,12,0,0.88,151600,0
sparse_interior,12,1,0.91,153812,0
sparse_interior,12,2,0.87,151708,0
sparse_interior,12,3,0.88,151536,0
sparse_interior,12,4,0.88,151604,0
sparse_interior,12,5,0.91,153760,0
sparse_interior,12,6,0.85,149516,0
sparse_interior,12,7,0.89,151572,0
sparse_interior,12,8,0.90,153808,0
sparse_interior,12,9,0.89,151636,0
sparse_interior,14,0,1.60,244028,0
sparse_interior,14,1,1.61,244248,0
sparse_interior,14,2,1.62,244236,0
sparse_interior,14,3,1.61,248488,0
sparse_interior,14,4,1.61,246360,0
sparse_interior,14,5,1.58,246308,0
sparse_interior,14,6,1.60,244196,0
sparse_interior,14,7,1.59,244252,0
sparse_interior,14,8,1.57,244232,0
sparse_interior,14,9,1.61,244268,0
sparse_interior,16,0,0,0,1
sparse_interior,16,1,0,0,1
sparse_interior,16,2,0,0,1
sparse_interior,16,3,0,0,1
sparse_interior,16,4,0,0,1
sparse_interior,16,5,0,0,1
sparse_interior,16,6,0,0,1
sparse_interior,16,7,0,0,1
sparse_interior,16,8,0,0,1
sparse_interior,16,9,0,0,1
sparse_interior,2,0,0.03,39736,0
sparse_interior,2,1,0.03,39760,0
sparse_interior,2,2,0.03,39768,0
sparse_interior,2,3,0.03,39724,0
sparse_interior,2,4,0.03,39784,0
sparse_interior,2,5,0.03,39764,0
sparse_interior,2,6,0.03,39780,0
sparse_interior,2,7,0.03,39780,0
sparse_interior,2,8,0.03,39780,0
sparse_interior,2,9,0.03,39580,0
sparse_interior,4,0,0.04,42180,0
sparse_interior,4,1,0.04,41784,0
sparse_interior,4,2,0.05,44244,0
sparse_interior,4,3,0.05,44384,0
sparse_interior,4,4,0.04,42088,0
sparse_interior,4,5,0.05,44368,0
sparse_interior,4,6,0.05,44420,0
sparse_interior,4,7,0.04,44284,0
sparse_interior,4,8,0.05,44340,0
sparse_interior,4,9,0.04,41952,0
sparse_interior,6,0,0.09,50784,0
sparse_interior,6,1,0.10,50552,0
sparse_interior,6,2,0.10,50648,0
sparse_interior,6,3,0.09,50700,0
sparse_interior,6,4,0.09,50652,0
sparse_interior,6,5,0.10,50428,0
sparse_interior,6,6,0.10,50692,0
sparse_interior,6,7,0.10,50648,0
sparse_interior,6,8,0.10,50608,0
sparse_interior,6,9,0.10,50660,0
sparse_interior,8,0,0.22,65304,0
sparse_interior,8,1,0.21,65368,0
sparse_interior,8,2,0.22,65156,0
sparse_interior,8,3,0.33,65500,0
sparse_interior,8,4,0.31,65272,0
sparse_interior,8,5,0.26,67480,0
sparse_interior,8,6,0.22,67448,0
sparse_interior,8,7,0.22,65288,0
sparse_interior,8,8,0.22,65396,0
sparse_interior,8,9,0.22,65304,0
toeplitz,10,0,0.80,140796,0
toeplitz,10,1,0.81,142880,0
toeplitz,10,2,0.81,142904,0
toeplitz,10,3,0.81,142896,0
toeplitz,10,4,0.87,149172,0
toeplitz,10,5,0.83,142904,0
toeplitz,10,6,0.80,140804,0
toeplitz,10,7,0.81,142812,0
toeplitz,10,8,0.81,142868,0
toeplitz,10,9,0.80,140736,0
toeplitz,12,0,1.59,239608,0
toeplitz,12,1,1.60,245972,0
toeplitz,12,2,1.62,245928,0
toeplitz,12,3,1.69,250144,0
toeplitz,12,4,1.56,237424,0
toeplitz,12,5,1.79,262756,0
toeplitz,12,6,1.73,254404,0
toeplitz,12,7,1.65,245940,0
toeplitz,12,8,1.60,241484,0
toeplitz,12,9,1.65,245952,0
toeplitz,14,0,0,0,1
toeplitz,14,1,0,0,1
toeplitz,14,2,0,0,1
toeplitz,14,3,0,0,1
toeplitz,14,4,0,0,1
toeplitz,14,5,0,0,1
toeplitz,14,6,0,0,1
toeplitz,14,7,0,0,1
toeplitz,14,8,0,0,1
toeplitz,14,9,0,0,1
toeplitz,16,0,0,0,1
toeplitz,16,1,0,0,1
toeplitz,16,2,0,0,1
toeplitz,16,3,0,0,1
toeplitz,16,4,0,0,1
toeplitz,16,5,0,0,1
toeplitz,16,6,0,0,1
toeplitz,16,7,0,0,1
toeplitz,16,8,0,0,1
toeplitz,16,9,0,0,1
toeplitz,2,0,0.03,39584,0
toeplitz,2,1,0.03,39560,0
toeplitz,2,2,0.03,39808,0
toeplitz,2,3,0.03,39744,0
toeplitz,2,4,0.03,39712,0
toeplitz,2,5,0.03,39784,0
toeplitz,2,6,0.03,39748,0
toeplitz,2,7,0.03,39752,0
toeplitz,2,8,0.03,39784,0
toeplitz,2,9,0.03,39780,0
toeplitz,4,0,0.06,44044,0
toeplitz,4,1,0.05,44048,0
toeplitz,4,2,0.06,43972,0
toeplitz,4,3,0.05,44064,0
toeplitz,4,4,0.05,43872,0
toeplitz,4,5,0.05,43908,0
toeplitz,4,6,0.05,44084,0
toeplitz,4,7,0.06,44084,0
toeplitz,4,8,0.06,44056,0
toeplitz,4,9,0.06,44088,0
toeplitz,6,0,0.14,56608,0
toeplitz,6,1,0.14,54512,0
toeplitz,6,2,0.15,56588,0
toeplitz,6,3,0.14,54488,0
toeplitz,6,4,0.15,56640,0
toeplitz,6,5,0.14,54560,0
toeplitz,6,6,0.15,56692,0
toeplitz,6,7,0.14,54596,0
toeplitz,6,8,0.16,56752,0
toeplitz,6,9,0.17,60904,0
toeplitz,8,0,0.35,83972,0
toeplitz,8,1,0.36,84012,0
toeplitz,8,2,0.35,81956,0
toeplitz,8,3,0.37,86164,0
toeplitz,8,4,0.38,86128,0
toeplitz,8,5,0.37,86112,0
toeplitz,8,6,0.38,88216,0
toeplitz,8,7,0.37,86056,0
toeplitz,8,8,0.38,86120,0
toeplitz,8,9,0.34,81948,0
